unit_type,phylo_group,broad_family,branch_class,terminal_snp_norm,surname_id,slava_id,region_id,location_id,lat,long
cluster,E,non_I2,Founder,E-Z1057,Даниловић,Јовањдан,Североисточна Босна,Торине/Прњавор Велики/Добој,44.6853693,17.9913802
cluster,E,non_I2,Relic,E-Y260652,Даниловић,Никољдан,Шумадија,Београд,44.7863236,20.4716856
cluster,R1a,non_I2,Relic,FTB79552,Даничић,Лазарева Субота,Колубара,Славковица/Љиг,44.1694159,20.2473301
cluster,Y3120_shallow_nonPH908,nonPH908_I2,Relic,Y45843,Дапчевић,Зачеће Св. Јована Крститеља,Зета,Вигњевићи/Цетиње,42.389633,18.9246085
cluster,N,non_I2,Founder,N-FT213937,Даутовић,Јовањдан,Лика,Рудопоље Брувањско/Грачац,44.3944767,15.8368085
cluster,R1a,non_I2,Founder,BY99654,Дацијар,Ђурђевдан,Босанска Крајина,Стабанџа/Велика Кладуша,45.1145604,16.0661508
cluster,E,non_I2,Founder,E-Y142744,Двизац,Михољдан,Босанска Крајина,Горња Слатина/Рибник,44.3890298,16.8769414
cluster,I1,non_I2,Founder,FTA86559,Дворнић,Пантелијевдан,Јужна Барања,Поповац,45.3780484,17.041799
cluster,PH908_primary,PH908_family,Founder,FT190799,Девић,Лучиндан,Далмација,Штиково/Дрниш,43.9102015,16.3162066
cluster,PH908_primary,PH908_family,Founder,FT16449,Дедијер,Игњатијевдан,Херцеговина,Чепелица/Билећа,42.8445222,18.4067779
cluster,E,non_I2,Founder,E-Z1057,Декић,Никољдан,Косово,Доња Гуштерица/Липљан,42.546363,21.181354
cluster,E,non_I2,Founder,E-CTS11222,Делибашић,Никољдан,Стара Херцеговина,Доња Трепча/Никшић,42.818574,18.7784033
cluster,E,non_I2,Founder,E-CTS11222,Делибашић,Никољдан,Стара Херцеговина,Риђани/Никшић,42.7668913,18.8940367
cluster,G,non_I2,Founder,G-Y128480,Делић,Ђурђиц,Стари Влах,Горичани/Чачак,43.7952299,20.5319023
cluster,PH908_primary,PH908_family,Founder,Y58629,Денда,Јовањдан,Херцеговина,Мириловићи/Билећа,42.8827254,18.3436757
cluster,R1a,non_I2,Founder,L1029,Денић,Никољдан,Далмација,Кољане/Врлика,43.8733941,16.5015021
cluster,J2,non_I2,Founder,J-Y22059,Деспинић,Јовањдан,Далмација,Отишић/Врлика,43.8488797,16.4510202
cluster,J2,non_I2,Founder,J-Y22063,Деспотовић,Мратиндан,Североисточна Босна,Велика Обарска/Бијељина,44.8017099,19.1712899
cluster,I1,non_I2,Founder,FGC22061,Деспотовић,Никољдан,Стара Херцеговина,Вруља/Пљевља,43.220138,19.470712
cluster,E,non_I2,Founder,E-Z13591,Деспотовић,Петковдан,Рашка,Врдила/Краљево,43.7129478,20.5711905
cluster,J2,non_I2,Founder,J-Y22063,Дивјак,Јовањдан,Лика,Шкаре/Оточац,44.8917641,15.3098142
cluster,J2,non_I2,Founder,J-Y22063,Дивљан,Јовањдан,Херцеговина,Рудо Поље/Гацко,43.1799222,18.4949758
cluster,J2,non_I2,Relic,J-Y153290,Дикић,Св. Врачи,Топлица,Вољчинце/Житорађа,43.195366,21.766031
cluster,R1a,non_I2,Founder,Z280,Димитријевић,Јовањдан,Рашка,Орахово/Рашка,43.2173928,20.6042998
cluster,E,non_I2,Founder,E-Z1057,Димитријевић,Илиндан,Егејска Македонија,Писодери/Преспа,40.7870624,21.248047
cluster,E,non_I2,Founder,E-L241,Димитријевић,Никољдан,Расина,Пасјак/Крушевац,43.5515741,21.4093298
cluster,J2,non_I2,Relic,J-Y11200,Димитријевић,Никољдан,Метохија,Пећ,46.0765092,18.2280317
cluster,R1a,non_I2,Founder,YP270,Димитријевић,Никољдан,Понишавље,Шарбановац/Сокобања,43.7051435,21.8783244
cluster,R1a,non_I2,Relic,YP337,Димитријевић,Св. Атанасије,Врањско Поморавље,Преображење/Врање,42.4737508,21.9317096
cluster,N,non_I2,Founder,N-FGC28435,Димитрић,Лазарева Субота,Североисточна Босна,Батковић/Бијељина,44.8332129,19.2107897
cluster,E,non_I2,Relic,E-M84,Димитров (Иђић),Ђурђевдан,Понишавље,Радејна/Димитровград,43.0486308,22.8314985
cluster,E,non_I2,Founder,E-Z13591,Дмитровић,Никољдан,Шумадија,Угриновци/Горњи Милановац,44.1715584,20.3892927
cluster,I1,non_I2,Founder,FGC22061,Добриковић,Никољдан,Босанска Крајина,Ћелије/Кулен Вакуф/Бихаћ,44.5626583,16.0886124
cluster,I1,non_I2,Founder,FGC22061,Добриловић,Ђурђевдан,Источна Босна,Соколовићи/Соколац,43.9418403,18.9410114
cluster,I1,non_I2,Founder,FGC22061,Добросављевић,Ђурђевдан,Шумадија,Доња Трепча/Чачак,43.903242,20.4596328
cluster,R1b,non_I2,Relic,Z15952,Добросављевић,Никољдан,Мачва,Чокешина/Лозница,44.653159,19.3836822
cluster,PH908_primary,PH908_family,Founder,FT16449,Довезенски,Аранђеловдан,Северна Македонија,Куманово,42.135913,21.7185474
cluster,PH908_primary,PH908_family,Relic,Y207627,Доганџић,Никољдан,Косово,Штрпце,42.2401249,21.0253337
cluster,PH908_primary,PH908_family,Relic,Y4946,Додиг,Нема,Далмација,Нова Села/Кула Норинска,43.1015971,17.5592472
cluster,N,non_I2,Founder,N-FT213937,Докић,Јовањдан,Босанска Крајина,Јакир/Гламоч,44.0410023,16.8902658
cluster,Y3120_shallow_nonPH908,nonPH908_I2,Relic,Y109645,Докић,Аранђеловдан,Босанска Крајина,Јошавка Доња/Челинац,44.7483667,17.4162565
cluster,PH908_primary,PH908_family,Founder,Y58629,Домазет,Никољдан,Херцеговина,Влаховићи/Љубиње,43.0291609,18.1231814
cluster,J2,non_I2,Founder,J-Y22063,Домановић,Аранђеловдан,Стари Влах,Лисице/Лучани,43.8474485,20.1582242
cluster,R1a,non_I2,Relic,Z93,Дончић,Јовањдан,Метохија,Бича/Клина,42.6796152,20.6005989
cluster,R1b,non_I2,Founder,A274,Допуђ,Стевањдан,Далмација,Крушево/Обровац,44.1801998,15.6489328
cluster,I1,non_I2,Founder,FGC22061,Досковић,Никољдан,Стари Влах,Звијезд/Пријепоље,43.363749,19.5502986
cluster,PH908_primary,PH908_family,Founder,FT16449,Достинић,Ђурђевдан,Херцеговина,Краварево/Гацко,43.2012938,18.5213756
cluster,PH908_primary,PH908_family,Founder,Y51673,Достинић,Никољдан,Стара Херцеговина,Сасовићи/Херцег Нови,42.4662752,18.5671689
cluster,Y3120_shallow_nonPH908,nonPH908_I2,Relic,Y84307,Доцић,Ђурђевдан,Шумадија,Марковац/Велика Плана,44.2373263,21.1074385
cluster,PH908_primary,PH908_family,Founder,Y56203,Дошен,Никољдан,Лика,Почитељ/Госпић,43.1345841,17.7319573
cluster,J2,non_I2,Relic,J-Y14434,Дошло,Јовањдан,Херцеговина,Врапчићи/Мостар,43.3746405,17.8504501
cluster,G,non_I2,Relic,G-PF3359,Дојкић,Никољдан,Понишавље,Рсовци/Пирот,43.1727899,22.7752062
cluster,R1a,non_I2,Founder,BY30743,Драганић,Матијевдан,Стара Херцеговина,Петровићи/Никшић,43.803831,18.4347684
cluster,R1b,non_I2,Relic,Z15952,Драгаш,Никољдан,Стара Херцеговина,Драгаши/Пљевља,43.2698158,19.2556952
cluster,PH908_primary,PH908_family,Founder,BY93199,Драгишић,Аранђеловдан,Тимочка Крајина,Петрово Село/Кладово,44.6284251,22.4285403
cluster,G,non_I2,Founder,G-Y128480,Драгић,Јовањдан,Банија,Блиња/Петриња,45.3560014,16.367175
cluster,I1,non_I2,Founder,FGC22061,Драгићевић,Никољдан,Топлица,Чунгула/Блаце,43.2463092,21.2931523
cluster,E,non_I2,Founder,E-PH1395,Драговић,Аранђеловдан,Брда,Ђулићи/Андријевица,44.5875714,17.8257131
cluster,PH908_primary,PH908_family,Founder,BY93199,Драговић,Аранђеловдан,Зета,Велестово/Цетиње,41.0832086,20.8282044
cluster,J2,non_I2,Founder,J-Y22063,Драгосавац,Јовањдан,Лика,Рудопоље Брувањско/Грачац,44.3944767,15.8368085
cluster,I1,non_I2,Founder,BY169301,Драгојловић,Никољдан,Славонија,Грање/Пожега,45.3578176,17.8142845
cluster,E,non_I2,Founder,E-Z38456,Драгоњић,Петковдан,Расина,Крушевац,43.58264,21.3264811
cluster,E,non_I2,Founder,E-L241,Дражић,Ђурђевдан,Шумадија,Дрен/Лазаревац,44.3804962,20.3117865
cluster,E,non_I2,Founder,E-FT104106,Драшко,Никољдан,Средња Босна,Оборци/Доњи Вакуф,44.1942884,17.4205977
cluster,PH908_primary,PH908_family,Founder,BY93199,Драшковић,Аранђеловдан,Стара Херцеговина,Гребице/Никшић,42.7943955,18.9232404
cluster,R1a,non_I2,Founder,FT288648,Драшковић,Никољдан,Источна Босна,Осија/Калиновик,43.5799408,18.5709344
cluster,R1a,non_I2,Founder,FT288648,Драшковић,Никољдан,Херцеговина,Сливља/Гацко,43.2901952,18.3529637
cluster,E,non_I2,Founder,E-CTS11222,Дрвенџија,Никољдан,Херцеговина,Риља/Невесиње,43.2608448,18.2863054
cluster,I1,non_I2,Founder,FGC22061,Дробњак,Ђурђевдан,Банија,Горња Млинога/Петриња,45.3407274,16.3253565
cluster,E,non_I2,Founder,E-Z1057,Дробњак,Стевањдан,Херцеговина,Сливница Површ/Равно,42.6443271,18.2599286
cluster,PH908_primary,PH908_family,Founder,FT14506,Дробњак,Томиндан,Стари Влах,Брајковац/Пријепоље,43.2616438,19.5979651
cluster,R1b,non_I2,Founder,BY38894,Дробњаковић,Ђурђевдан,Стари Влах,Слатина/Саставци/Прибој,43.5654802,19.4328328
cluster,E,non_I2,Founder,E-Z16988,Дропо,Никољдан,Херцеговина,Мркоњићи/Требиње,42.8416883,18.1002849
cluster,I1,non_I2,Founder,FGC22061,Дрчелић,Никољдан,Стари Влах,Мажићи/Прибој,43.4962651,19.6021988
cluster,R1b,non_I2,Founder,FT49714,Дугалић,Лазарева Субота,Рашка,Баљевац/Рашка,43.3927867,20.6363945
cluster,PH908_primary,PH908_family,Founder,FT16449,Дугић,Игњатијевдан,Североисточна Босна,Скугрић Горњи/Модрича,44.9287003,18.3526975
cluster,R1a,non_I2,Founder,Z280,Дука,Св. Агатоник,Херцеговина,Долови/Берковићи,43.0574984,18.204689
cluster,N,non_I2,Founder,N-FT182494,Дукић,Ђурђевдан,Далмација,Вариводе/Кистање,43.9585047,15.8759678
cluster,R1a,non_I2,Founder,L1029,Дукић,Ђурђевдан,Лика,Дукићи/Грачац,44.3526553,15.8678632
cluster,E,non_I2,Relic,E-CTS693,Дуков,Непознато,Источна Македонија,Штип,41.7374724,22.1935856
cluster,E,non_I2,Founder,E-Z16988,Дунђер,Никољдан,Херцеговина,Дунђери/Врањска/Билећа,43.0002022,18.2312161
cluster,J2,non_I2,Founder,J-Y22063,Дупор,Јовањдан,Лика,Штикада/Ловинац,44.3160877,15.7958176
cluster,PH908_primary,PH908_family,Founder,FT16449,Дучић,Ђурђевдан,Херцеговина,Луг/Требиње,42.7714001,18.2193084
cluster,PH908_primary,PH908_family,Relic,Y199158,Дучић,Никољдан,Херцеговина,Подвори/Требиње,42.7205336,18.3653922
cluster,PH908_primary,PH908_family,Relic,Y199158,Дучић,Никољдан,Херцеговина,Хрупјела/Требиње,42.7172549,18.3435574
cluster,E,non_I2,Founder,E-Z1057,Душанић,Никољдан,Западни Банат,Баваниште/Ковин,44.8172426,20.8755889
cluster,I1,non_I2,Founder,FGC22061,Дујаковић,Никољдан,Далмација,Врбник/Бискупија,44.0157473,16.1919044
cluster,E,non_I2,Founder,E-Z38456,Дујковић,Јовањдан,Босанска Крајина,Кнежево,44.488477,17.3893928
cluster,PH908_primary,PH908_family,Founder,FT14506,Дуњић,Ђурђевдан,Источна Босна,Заваит/Фоча,43.4229449,18.886168
cluster,R1a,non_I2,Founder,Z280,Евстратиев,Аранђеловдан,Врањско Поморавље,Плоча/Босилеград,42.5558692,22.2765965
cluster,PH908_primary,PH908_family,Founder,Y56203,Езгета,Нема,Далмација,Горњи Бителић/Хрваце,43.7559711,16.6189503
cluster,PH908_primary,PH908_family,Founder,FT14506,Екмечић,Никољдан,Херцеговина,Пребиловци/Чапљина,43.0942133,17.7530067
cluster,R1a,non_I2,Founder,BY30743,Елезовић,Матијевдан,Херцеговина,Чапљина,43.1133536,17.705039
cluster,PH908_primary,PH908_family,Founder,Y58629,Елезовић,Нема,Херцеговина,Столац,43.0830587,17.9580026
cluster,J2,non_I2,Relic,J-CTS8786,Емровић,Нема,Рашка,Намга/Тутин,43.0639557,20.3576955
cluster,R1a,non_I2,Founder,YP4278,Ераковић,Ђурђевдан,Далмација,Штиково/Дрниш,43.9102015,16.3162066
cluster,PH908_primary,PH908_family,Founder,BY93199,Ераковић,Аранђеловдан,Стара Херцеговина,Велимље/Никшић,42.8202336,18.6336243
cluster,PH908_primary,PH908_family,Founder,FT386055,Еремић,Аранђеловдан,Кордун,Криваја Војнићка/Војнић,45.3264042,15.7220451
cluster,E,non_I2,Founder,E-Z13591,Ерић,Ђурђиц,Расина,Бресно Поље/Трстеник,43.5800118,21.1682853
cluster,J2,non_I2,Founder,J-Y230579,Ерић,Јовањдан,Североисточна Босна,Попови/Бијељина,44.7633867,19.2733399
cluster,E,non_I2,Founder,E-Z16988,Ерић,Никољдан,Североисточна Босна,Зоље/Калесија,44.4580637,18.8991351
cluster,R1a,non_I2,Founder,BY30743,Ерић,Стевањдан,Североисточна Босна,Батковић/Бијељина,44.8332129,19.2107897
cluster,R1a,non_I2,Founder,FT288648,Ерцег,Стевањдан,Североисточна Босна,Прњавор Мали/Добој,44.8111934,18.0098321
cluster,I1,non_I2,Founder,FGC22061,Ећимовић,Аранђеловдан,Источна Босна,Ново Село/Соколац,43.9505516,18.7937477
cluster,J2,non_I2,Relic,J-M92,Еџед,Нема,Славонија,Осијек,45.5489982,18.6919117
cluster,R1a,non_I2,Founder,FT288648,Жакула,Петровдан,Лика,Јасиковац/Кореница,44.6174307,18.9786091
cluster,PH908_primary,PH908_family,Founder,Y58629,Жарковић,Јовањдан,Херцеговина,Горње Храсно/Неум,42.9564177,17.9097636
cluster,R1a,non_I2,Founder,FT288648,Жарковић,Никољдан,Херцеговина,Бодежишта/Гацко,43.252356,18.4754915
cluster,R1a,non_I2,Founder,FT288648,Жарковић,Никољдан,Херцеговина,Крушчица/Калиновик,43.3258322,18.4064011
cluster,J2,non_I2,Founder,J-Y22059,Жарковић,Стевањдан,Славонија,Кореничани/Ђуловац,45.650526,17.3608867
cluster,R1a,non_I2,Founder,Z280,Жајски,Јовањдан,Западни Банат,Велико Средиште/Вршац,45.1799547,21.4008613
cluster,I1,non_I2,Relic,BY3386,Ждракић,Никољдан,Херцеговина,Веља Међа/Равно,42.9209576,17.9290154
cluster,PH908_primary,PH908_family,Founder,FT16449,Ждралић,Ђурђевдан,Херцеговина,Домановићи/Чапљина,43.137454,17.7801831
cluster,I1,non_I2,Founder,FGC22061,Ждрало,Ђурђевдан,Средња Босна,Малешићи/Илијаш,43.9307699,18.2837961
cluster,R1a,non_I2,Founder,Y144943,Жерајић,Лазарева Субота,Херцеговина,Миљевац/Невесиње,43.2555172,18.1340632
cluster,J2,non_I2,Founder,J-L70,Живадиновић,Никољдан,Понишавље,Нишка Бања,43.2933122,22.0072312
cluster,E,non_I2,Founder,E-Z13591,Живадиновић,Стевањдан,Шумадија,Горње Јарушице/Крагујевац,44.151204,20.8566247
cluster,PH908_primary,PH908_family,Founder,FT14506,Живановић,Ђурђиц,Тимочка Крајина,Дебелица/Књажевац,43.6639243,22.2546002
cluster,E,non_I2,Founder,E-Y7168,Живановић,Ђурђиц,Мачва,Доња Бадања/Лозница,44.4888889,19.4619444
cluster,E,non_I2,Founder,E-L241,Живановић,Ђурђиц,Шумадија,Крњево/Велика Плана,44.4092503,21.0482186
cluster,R1b,non_I2,Founder,FT44409,Живановић,Алимпијевдан,Колубара,Мајиновић/Ваљево,44.2856983,19.7307274
cluster,I1,non_I2,Founder,FGC22061,Живановић,Аранђеловдан,Шумадија,Божурња/Топола,44.2224142,20.7092285
cluster,R1b,non_I2,Relic,Y175368,Живановић,Велика Госпојина,Стари Влах,Лопаш/Пожега,43.8053585,20.1239919
cluster,R1a,non_I2,Founder,YP270,Живановић,Никољдан,Шумадија,Београд,44.7863236,20.4716856
cluster,E,non_I2,Founder,E-FT104106,Живановић,Никољдан,Шумадија,Драгољ/Горњи Милановац,44.2239482,20.4490896
cluster,G,non_I2,Relic,G-L1264,Живановић,Никољдан,Шумадија,Остружница/Чукарица/Београд,44.7285552,20.3191998
cluster,J2,non_I2,Founder,J-Y155375,Живановић,Никољдан,Источна Босна,Рајковићи/Крна Јела/Фоча,44.9900548,16.8595881
cluster,R1a,non_I2,Founder,L1029,Живановић,Стевањдан,Браничево,Црљенац/Мало Црниће,44.4949069,21.3612602
cluster,J2,non_I2,Founder,J-Y22063,Живковић,Ђурђиц,Источни Срем,Буковац/Нови Сад,45.1943284,19.8932816
cluster,I1,non_I2,Founder,Y155080,Живковић,Ђурђиц,Расина,Горња Црнишава/Трстеник,43.5640989,21.0036523
cluster,E,non_I2,Relic,E-A6295,Живковић,Јовањдан,Понишавље,Паклештица/Пирот,43.2079169,22.7390351
cluster,PH908_primary,PH908_family,Founder,FT14506,Живковић,Јовањдан,Стара Херцеговина,Царине/Никшић,42.7278357,18.6042718
cluster,J2,non_I2,Relic,J-M319,Живковић,Аранђеловдан,Метохија,Велико Крушево/Клина,42.6624635,20.5204439
cluster,G,non_I2,Relic,G-Y129040,Живковић,Игњатијевдан,Источни Срем,Марадик/Инђија,45.1008678,19.9933374
cluster,E,non_I2,Founder,E-Z1057,Живковић,Никољдан,Понишавље,Алексинац,43.5405235,21.70884
cluster,E,non_I2,Founder,E-L241,Живковић,Никољдан,Колубара,Горњи Мушић/Мионица,44.2728956,20.1443687
cluster,I1,non_I2,Founder,FT428459,Живковић,Стевањдан,Стари Влах,Рогача/Лучани,43.8043674,20.2797746
cluster,R1a,non_I2,Founder,YP417,Живојиновић,Ђурђиц,Шумадија,Кораћица/Младеновац,44.4445158,20.6060227
cluster,PH908_primary,PH908_family,Founder,FT14506,Живојиновић,Никољдан,Шумадија,Сипић/Рача,44.1670912,20.9546613
cluster,I1,non_I2,Founder,FTA86559,Живојиновић,Пантелијевдан,Колубара,Стрмово/Лајковац,44.3344294,20.1394725
cluster,PH908_map_nonprimary,PH908_family,Founder,Y4882,Жижовић,Ђурђиц,Стари Влах,Горњи Бранетићи/Горњи Милановац,44.1298004,20.2984428
cluster,I1,non_I2,Founder,FGC22061,Жугић,Никољдан,Стара Херцеговина,Новаковићи/Жабљак,43.0890756,19.1627149
cluster,R1a,non_I2,Founder,L1029,Жујковић,Ђурђиц,Расина,Читлук/Крушевац,43.5939349,21.272291
cluster,R1b,non_I2,Relic,Y504829,Жуњанин,Аранђеловдан,Расина,Камењача/Трстеник,43.5725132,21.0681773
cluster,E,non_I2,Founder,E-Y128213,Загорац,Јовањдан,Средња Босна,Ћорићи/Доњи Вакуф,44.144488,17.3949964
cluster,R1a,non_I2,Founder,YP417,Загорац,Никољдан,Лика,Медак/Госпић,44.4552092,15.5078935
cluster,G,non_I2,Relic,G-PF3345,Загорчић,Никољдан,Бачка,Ченеј/Нови Сад,45.3697869,19.8013472
cluster,R1a,non_I2,Relic,YP1337,Зарић,Петковдан,Браничево,Каона/Кучево,44.4895001,21.6219058
cluster,PH908_primary,PH908_family,Founder,FT14506,Зарић,Стевањдан,Североисточна Босна,Витановићи Горњи/Брчко,44.8491281,18.6733792
cluster,I1,non_I2,Founder,FGC22061,Зарубица,Никољдан,Стара Херцеговина,Превиш/Шавник,42.9707641,19.1035204
cluster,I1,non_I2,Founder,FGC22061,Затежић,Ђурђевдан,Стари Влах,Љубић/Чачак,43.9074391,20.36365
cluster,PH908_primary,PH908_family,Founder,FT14506,Звекић,Јовањдан,Бачка,Мол/Ада,45.7638971,20.130055
cluster,R1a,non_I2,Founder,YP4278,Згоњанин,Никољдан,Босанска Крајина,Горња Драготиња/Приједор,45.0421405,16.621857
cluster,E,non_I2,Founder,E-Z1057,Здравковић (Мрђинац),Никољдан,Косово,Штрпце,42.2401249,21.0253337
cluster,R1b,non_I2,Relic,Y168201,Здравковић,Аранђеловдан,Врањско Поморавље,Дреновац/Врање,42.6311111,21.8830556
cluster,R1a,non_I2,Relic,Y289137,Зековић,Никољдан,Стара Херцеговина,Брајковача/Жабљак,43.0917396,19.3477581
cluster,E,non_I2,Relic,E-Y177539,Зелен,Никољдан,Босанска Крајина,Рилић/Купрес,43.9130287,17.2645876
cluster,PH908_primary,PH908_family,Founder,FT16449,Зеленковић,Стевањдан,Херцеговина,Домановићи/Чапљина,43.137454,17.7801831
cluster,Y3120_deep_mid_nonPH908,nonPH908_I2,Founder,Z17855,Зеленовић,Ђурђевдан,Херцеговина,Михољаче/Гацко,43.1382827,18.5762976
cluster,PH908_primary,PH908_family,Founder,Y56203,Зеленовић,Аранђеловдан,Североисточна Босна,Горњи Драгаљевац/Бијељина,44.7626269,19.0338906
cluster,PH908_primary,PH908_family,Founder,FT16449,Зеленовић,Игњатијевдан,Североисточна Босна,Ченгић/Бијељина,44.6474906,19.1547291
cluster,PH908_primary,PH908_family,Founder,FT190799,Зечевић,Лучиндан,Шумадија,Липовац/Топола,44.252915,20.6341266
cluster,Y3120_shallow_nonPH908,nonPH908_I2,Relic,Y331025,Зечевић,Лучиндан,Рашка,Попе/Тутин,42.9606779,20.3186786
cluster,J2,non_I2,Founder,J-Y22063,Зечевић,Никољдан,Стари Влах,Милатовићи/Лучани,43.7276927,20.3696394
cluster,I1,non_I2,Founder,Y155080,Зељковић,Ђурђевдан,Босанска Крајина,Доња Подгорја/Мркоњић Град,44.2589864,16.9169515
cluster,I1,non_I2,Founder,Y155080,Зељковић,Ђурђевдан,Босанска Крајина,Доњи Бараћи/Мркоњић Град,44.3216622,16.9387195
cluster,G,non_I2,Founder,G-Y128480,Зимоњић,Аранђеловдан,Стари Влах,Горачићи/Лучани,43.7934332,20.3276681
cluster,R1a,non_I2,Founder,L1029,Зипевски,Никољдан,Источна Македонија,Штип,41.7374724,22.1935856
cluster,PH908_primary,PH908_family,Founder,Y51673,Зиројевић,Никољдан,Херцеговина,Криводо/Дубљевићи/Гацко,43.2618254,18.3855462
cluster,R1b,non_I2,Founder,FT44409,Златановић,Никољдан,Косово,Велико Ропотово/Косовска Каменица,42.5143147,21.5644579
cluster,N,non_I2,Relic,N-FT193452,Зоговић,Јовањдан,Брда,Машница/Плав,42.6680526,19.8863786
cluster,E,non_I2,Founder,E-BY165837,Зоговић,Никољдан,Метохија,Бело Поље/Пећ,42.0317366,23.0481438
cluster,G,non_I2,Founder,G-Y128480,Зорбић,Стевањдан,Мачва,Клење/Богатић,44.807222,19.434444
cluster,I1,non_I2,Founder,FGC22061,Зорић,Ђурђевдан,Стара Херцеговина,Горња Бијела/Шавник,42.9030376,19.1515344
cluster,PH908_primary,PH908_family,Relic,Y279925,Зороје,Никољдан,Кордун,Мудрић Село/Оштарски Станови/Раковица,45.0170007,15.6485193
cluster,R1b,non_I2,Founder,A274,Зотовић,Никољдан,Херцеговина,Мушићи/Домашево/Требиње,43.8323946,19.2625799
cluster,PH908_primary,PH908_family,Founder,FT14506,Зубац,Ђурђевдан,Херцеговина,Невесиње,43.258198,18.106113
cluster,I1,non_I2,Founder,FGC22061,Зубовић,Стевањдан,Босанска Крајина,Јаворани/Кнежево,44.6246867,17.2493283
cluster,E,non_I2,Founder,E-Z1057,Зурковић,Никољдан,Бачка,Сомбор,45.7727397,19.1147036
cluster,E,non_I2,Founder,E-Z16988,Зуровац,Јовањдан,Херцеговина,Лука/Невесиње,43.4349614,18.1173786
cluster,E,non_I2,Founder,E-Z16988,Зуровац,Јовањдан,Херцеговина,Рабина/Невесиње,43.2380045,18.0448729
cluster,R1a,non_I2,Founder,L1029,Ибрахимовић,Нема,Метохија,Драгаш/Гора,43.2221484,27.8838712
cluster,J2,non_I2,Relic,J-PF5000,Иваниш,Јовањдан,Херцеговина,Селишта/Горњи Дрежањ/Невесиње,43.1771284,18.2662043
cluster,I1,non_I2,Founder,Y155080,Иванишевић,Ђурђевдан,Босанска Крајина,Мали Радић/Босанска Крупа,44.8426972,16.0883574
cluster,R1a,non_I2,Founder,Z280,Иванов,Јовањдан,Понишавље,Каменица/Димитровград,43.134318,22.892878
cluster,E,non_I2,Founder,E-Z1057,Иванов,Јовањдан,Бачка,Чуруг/Жабаљ,45.4732331,20.0717969
cluster,I1,non_I2,Relic,Y47022,Ивановић,Јовањдан,Колубара,Бајевац/Лајковац,44.3741048,20.0626821
cluster,I1,non_I2,Founder,Y155080,Ивановић,Аранђеловдан,Колубара,Цветановац/Љиг,44.2456085,20.2419637
cluster,E,non_I2,Founder,E-BY165837,Ивановић,Никољдан,Зета,Подгорица,42.3592055,19.2499266
cluster,J2,non_I2,Relic,J-M319,Ивановић,Никољдан,Врањско Поморавље,Цакановац/Прешево,42.2749746,21.6797314
cluster,I1,non_I2,Founder,FGC22061,Иванчајић,Ђурђевдан,Источна Босна,Неправдићи/Соколац,43.8510294,18.7664904
cluster,R1a,non_I2,Founder,L1029,Ивић,Мратиндан,Браничево,Барич/Голубац,44.6474524,21.5542808
cluster,G,non_I2,Founder,G-Y128480,Ивковић,Јовањдан,Врањско Поморавље,Житорађе/Владичин Хан,42.7101975,22.1131526
cluster,R1a,non_I2,Founder,BY30743,Ивковић,Никољдан,Херцеговина,Бијела Рудина/Билећа,42.9286911,18.4207624
cluster,E,non_I2,Founder,E-Z1057,Ивковић,Никољдан,Колубара,Бујачић/Ваљево,44.2463626,19.9097877
cluster,R1a,non_I2,Founder,BY30743,Ивковић,Никољдан,Херцеговина,Доњи Дрежањ/Невесиње,43.1908275,18.227375
cluster,R1b,non_I2,Relic,BY199059,Ивошевић,Ђурђевдан,Лика,Брестовац/Хрељин/Огулин,45.2905609,15.1709868
cluster,J2,non_I2,Founder,J-Y14439,Ивошевић,Ђурђевдан,Лика,Дрежница/Огулин,45.1378632,15.0921505
cluster,R1b,non_I2,Founder,BY38894,Игленџа,Јовањдан,Далмација,Кољане/Врлика,43.8733941,16.5015021
cluster,E,non_I2,Founder,E-BY165837,Игрутиновић,Митровдан,Топлица,Висока/Куршумлија,43.0977289,21.3072994
cluster,E,non_I2,Founder,E-Z38456,Игњатић,Јовањдан,Херцеговина,Талежа/Требиње,42.7104798,18.2335213
cluster,E,non_I2,Founder,E-Z1057,Игњатовић,Лучиндан,Шумадија,Прељина/Чачак,43.9013757,20.4178774
cluster,E,non_I2,Founder,E-Y126722,Игњатовић,Никољдан,Западни Банат,Банатски Брестовац/Панчево,44.7266366,20.8084452
cluster,E,non_I2,Founder,E-Z38456,Игњатовић,Никољдан,Херцеговина,Сливља/Гацко,43.2901952,18.3529637
cluster,J2,non_I2,Founder,J-Z38299,Идризовић,Ђурђевдан,Метохија,Батуша/Ђаковица,42.4525888,20.2639977
cluster,PH908_primary,PH908_family,Founder,FT16449,Икач,Ђурђевдан,Далмација,Коларина/Бенковац,43.9766917,15.6632885
cluster,R1a,non_I2,Founder,BY30743,Икодиновић,Никољдан,Стари Влах,Атеница/Чачак,43.8674634,20.3812813
cluster,I1,non_I2,Founder,FGC22061,Икодиновић,Никољдан,Стари Влах,Гуча/Лучани,43.7772932,20.2269416
cluster,I1,non_I2,Founder,FGC22061,Илић,Ђурђевдан,Стари Влах,Косјерић,43.9971574,19.9071184
cluster,R1a,non_I2,Founder,Z280,Илић,Ђурђевдан,Тимочка Крајина,Салаш/Зајечар,44.1139575,22.3200155
cluster,R1a,non_I2,Founder,YP270,Илић,Ђурђиц,Стари Влах,Негришори/Лучани,43.8493223,20.1896095
