unit_type,phylo_group,broad_family,branch_class,terminal_snp_norm,surname_id,slava_id,region_id,location_id,lat,long
cluster,E,non_I2,Founder,E-Y142744,Илић,Јовањдан,Североисточна Босна,Прибој/Лопаре,44.6015596,18.9300839
cluster,R1b,non_I2,Founder,FT44409,Илић,Алимпијевдан,Мачва,Толисавац/Крупањ,44.3527778,19.435
cluster,PH908_primary,PH908_family,Relic,BY187039,Илић,Аранђеловдан,Понишавље,Гркиња/Гаџин Хан,43.2089752,21.9945129
cluster,E,non_I2,Founder,E-Z1057,Илић,Аранђеловдан,Колубара,Дрен/Обреновац,44.5955744,20.0307377
cluster,PH908_primary,PH908_family,Founder,Y56203,Илић,Аранђеловдан,Североисточна Босна,Крива Бара/Бијељина,44.8150247,19.2851123
cluster,R1a,non_I2,Founder,Y189493,Илић,Аранђеловдан,Расина,Мрмош/Александровац,43.5272221,21.1685085
cluster,E,non_I2,Founder,E-Y142744,Илић,Лазарева Субота,Североисточна Босна,Растошница/Сапна,44.5622326,18.9705252
cluster,I2_unmapped_nonPH908,nonPH908_I2,Relic,PF4088,Илић,Нема,Далмација,Сплит,43.5099367,16.4896122
cluster,E,non_I2,Founder,E-FT104106,Илић,Никољдан,Североисточна Босна,Јаковић/Доња Трнова/Угљевик,44.6634033,19.1181051
cluster,R1a,non_I2,Founder,Y260767,Илић,Никољдан,Колубара,Беомужевић/Ваљево,44.307509,19.7716618
cluster,R1b,non_I2,Founder,BY38894,Илић,Никољдан,Врањско Поморавље,Врање,42.5573069,21.9021867
cluster,I1,non_I2,Founder,FTA86559,Илић,Никољдан,Западни Банат,Ковин,44.7412405,20.9781361
cluster,R1b,non_I2,Founder,BY38894,Илић,Никољдан,Расина,Себечевац/Крушевац,43.4813195,21.2257659
cluster,J2,non_I2,Founder,J-L70,Илић,Никољдан,Понишавље,Сићево/Нишка Бања,43.3411244,22.0843369
cluster,I1,non_I2,Relic,M227,Илић,Никољдан,Шумадија,Удовице/Смедерево,44.6390478,20.8549118
cluster,R1a,non_I2,Founder,L1029,Илић,Петковдан,Врањско Поморавље,Ново Село/Бујановац,42.5970817,21.8178924
cluster,J2,non_I2,Founder,J-Z38299,Илић,Савиндан,Топлица,Пашинац/Прокупље,43.2781437,21.5070025
cluster,E,non_I2,Founder,E-Z1057,Илић,Стевањдан,Херцеговина,Бијоград/Требиње,42.6814792,18.2870394
cluster,J2,non_I2,Founder,J-Y22063,Илић Кељановић,Јовањдан,Косово,Житковац/Звечан,42.9301654,20.8239688
cluster,I1,non_I2,Founder,FT428459,Имшир,Стевањдан,Херцеговина,Биоград/Требиње,43.1975446,18.1736467
cluster,E,non_I2,Founder,E-CTS11222,Инић,Никољдан,Стара Херцеговина,Вучји До/Никшић,42.532051,18.518364299999998
cluster,E,non_I2,Founder,E-CTS11222,Инић,Никољдан,Херцеговина,Делеуша/Билећа,42.8679121,18.4832786
cluster,N,non_I2,Founder,N-FT182494,Исаиловић,Ђурђиц,Шумадија,Грабовица/Горњи Милановац,44.0203997,20.5109617
cluster,J2,non_I2,Founder,J-Y155375,Исаиловић,Ђурђиц,Мачва,Петловача/Шабац,44.7234721,19.6240661
cluster,R1a,non_I2,Relic,Y323345,Исаиловић,Лучиндан,Колубара,Звечка/Обреновац,44.640248,20.164318
cluster,E,non_I2,Founder,E-FT104106,Исаиловић,Никољдан,Мачва,Белотић/Владимирци,44.58099,19.71932
cluster,E,non_I2,Founder,E-Z13591,Исаиловић,Никољдан,Мачва,Дворска/Крупањ,44.4369444,19.3786111
cluster,E,non_I2,Founder,E-FT104106,Иђушки,Јовањдан,Бачка,Жарковац/Сомбор,45.7036243,19.2005133
cluster,PH908_primary,PH908_family,Founder,FT16449,Ијачић,Томиндан,Херцеговина,Опличићи/Чапљина,43.1171721,17.8104965
cluster,R1b,non_I2,Founder,FT49714,Калајановић,Аранђеловдан,Стари Влах,Прилике/Ивањица,43.6321744,20.1502791
cluster,PH908_primary,PH908_family,Founder,FT14506,Калајџић,Аранђеловдан,Стари Влах,Милатовићи/Лучани,43.7276927,20.3696394
cluster,PH908_primary,PH908_family,Founder,FT16449,Калајџић,Игњатијевдан,Источна Босна,Кадино Брдо/Фалиши/Фоча,43.8725438,19.630875
cluster,I1,non_I2,Founder,FGC22061,Калинић,Никољдан,Босанска Крајина,Велика Жуљевица/Нови Град,45.0916347,16.4807075
cluster,J2,non_I2,Founder,J-Y22063,Каменаровић,Ивањдан,Зета,Доброта/Котор,42.4315861,18.7674296
cluster,J2,non_I2,Founder,J-Y22063,Кангрга,Јовањдан,Лика,Подум/Оточац,44.8861725,15.296355
cluster,N,non_I2,Founder,N-FT182494,Капетановић,Ђурђевдан,Босанска Крајина,Јоховица/Нови Град,44.8987643,16.3721993
cluster,I1,non_I2,Founder,FGC22061,Капетановић,Ђурђевдан,Стара Херцеговина,Калушићи/Пљевља,43.3372423,19.3401923
cluster,I2_unmapped_nonPH908,nonPH908_I2,Relic,PF4459,Капетановић,Нема,Херцеговина,Кључ/Гацко,43.0877191,18.4902065
cluster,E,non_I2,Founder,E-FT178289,Капетина,Никољдан,Средња Босна,Рогачићи/Илиџа,43.8306182,18.3077357
cluster,PH908_primary,PH908_family,Founder,Y58629,Капор,Јовањдан,Херцеговина,Мириловићи/Билећа,42.8827254,18.3436757
cluster,R1b,non_I2,Relic,Y58552,Каприш,Аранђеловдан,Западни Банат,Кикинда,45.8300065,20.4653054
cluster,R1b,non_I2,Relic,BY18860,Карадаглић,Никољдан,Зета,Богути/Цетиње,42.3199034,18.9805169
cluster,I1,non_I2,Founder,Y155080,Каралић,Михољдан,Бачка,Сомбор,45.7727397,19.1147036
cluster,PH908_primary,PH908_family,Founder,FT14506,Каралић,Св. Александар Невски,Рашка,Дајићи/Ивањица,43.4032587,20.2980393
cluster,E,non_I2,Founder,E-FT104106,Караман,Непознато,Далмација,Сплит,43.5099367,16.4896122
cluster,I1,non_I2,Founder,FGC22061,Карановић,Ђурђевдан,Босанска Крајина,Бобољусци/Дрвар,44.4498269,16.2269041
cluster,I1,non_I2,Founder,FGC22061,Карановић,Ђурђевдан,Босанска Крајина,Велико Очијево/Дрвар,44.3740882,16.3845503
cluster,I1,non_I2,Founder,FGC22061,Карановић,Ђурђевдан,Босанска Крајина,Горњи Петровићи/Босанска Крупа,44.8673801,16.248461
cluster,I1,non_I2,Founder,FGC22061,Карановић,Ђурђевдан,Босанска Крајина,Рисовац/Босански Петровац,44.7290273,16.2232697
cluster,N,non_I2,Founder,N-FT213937,Карапетровић,Јовањдан,Босанска Крајина,Доња Јурковица/Градишка,44.9959058,17.198807
cluster,Y3120_deep_mid_nonPH908,nonPH908_I2,Founder,Z17855,Караџић,Аранђеловдан,Стара Херцеговина,Петњица/Шавник,42.9831515,19.0801473
cluster,I1,non_I2,Founder,FGC22061,Кардум,Ђурђевдан,Херцеговина,Рапти Бобани/Требиње,42.7907803,18.0692064
cluster,I1,non_I2,Founder,FGC22061,Кариклић,Никољдан,Средња Босна,Сарајево,43.8570713,18.4126147
cluster,PH908_primary,PH908_family,Founder,FT16449,Каришик,Ђурђевдан,Херцеговина,Зијемље/Источни Мостар,43.4097358,18.0002323
cluster,PH908_primary,PH908_family,Founder,FT14506,Карић,Лазарева Субота,Босанска Крајина,Гориња/Босанска Крупа,44.7944198,16.2477766
cluster,PH908_primary,PH908_family,Founder,Y51673,Карић,Никољдан,Колубара,Рвати/Обреновац,44.6583174,20.196005
cluster,PH908_primary,PH908_family,Founder,Y56203,Карлица,Стевањдан,Босанска Крајина,Чађавица Доња/Нови Град,44.9710596,16.3197581
cluster,PH908_primary,PH908_family,Relic,Y135653,Кастратовић,Ћириловдан,Стари Влах,Рајац/Чачак,43.7972124,20.4229831
cluster,E,non_I2,Founder,E-PH1395,Кастратовић,Аранђеловдан,Брда,Горажде/Беране,42.8845361,19.9227157
cluster,R1a,non_I2,Founder,L1029,Катана,Аранђеловдан,Источна Босна,Старонићи/Чајниче,43.5593609,19.1343556
cluster,E,non_I2,Founder,E-FT104106,Катић,Ђурђевдан,Бачка,Гардиновци/Тител,45.2036398,20.135807
cluster,N,non_I2,Founder,N-FT182494,Катић,Никољдан,Далмација,Кољане/Врлика,43.8733941,16.5015021
cluster,E,non_I2,Founder,E-L241,Качаревић,Аранђеловдан,Североисточна Босна,Дворови/Бијељина,44.8076812,19.2622411
cluster,R1a,non_I2,Founder,L1029,Кашић,Јовањдан,Далмација,Житнић/Дрниш,43.8363424,16.1346332
cluster,E,non_I2,Founder,E-Z1057,Кајевић,Ђурђиц,Северна Македонија,Чучер/Чучер-Сандево,42.0994869,21.3868611
cluster,J2,non_I2,Founder,J-Y22063,Кајевић,Нема,Стари Влах,Ивезићи/Пријепоље,43.2243718,19.6515771
cluster,N,non_I2,Founder,N-FT213937,Кајмаковић,Јовањдан,Североисточна Босна,Модран/Бијељина,44.6768039,19.1770397
cluster,I1,non_I2,Founder,FGC22061,Керин (Несторовић),Ђурђевдан,Шумадија,Рипањ/Београд,44.6390298,20.5204337
cluster,PH908_primary,PH908_family,Founder,FT14506,Кецман,Вартоломијевдан,Босанска Крајина,Будимлић Јапра/Сански Мост,44.8833743,16.4285497
cluster,R1a,non_I2,Founder,YP4278,Кешељ,Ђурђевдан,Херцеговина,Раникуће/Зови До/Невесиње,43.1727211,18.2086436
cluster,E,non_I2,Founder,E-BY165837,Кељановић,Никољдан,Брда,Дулипоље/Андријевица,42.6968885,19.7508867
cluster,PH908_primary,PH908_family,Founder,FT16449,Кизић,Ђурђиц,Метохија,Доњи Петрич/Клина,42.6128115,20.5033182
cluster,PH908_primary,PH908_family,Founder,BY93199,Килибарда,Аранђеловдан,Стара Херцеговина,Тупан/Никшић,42.7930252,18.632268
cluster,PH908_primary,PH908_family,Founder,FT14506,Кисин,Томиндан,Херцеговина,Тули/Требиње,42.6487584,18.37743
cluster,PH908_primary,PH908_family,Founder,FT16449,Кисић,Никољдан,Херцеговина,Звијерина/Билећа,42.9328223,18.2713905
cluster,R1b,non_I2,Relic,FGC24408,Китановић,Никољдан,Врањско Поморавље,Врање,42.5573069,21.9021867
cluster,E,non_I2,Founder,E-Y142744,Китић,Ђурђевдан,Североисточна Босна,Церовица/Станари,44.7087663,17.8703372
cluster,E,non_I2,Founder,E-L241,Кичић,Михољдан,Босанска Крајина,Шњеготина Средња/Челинац,44.6939155,17.53773
cluster,J2,non_I2,Relic,J-PF5177,Кладник,Нема,Крањска,Невље/Камник,46.2296387,14.6235277
cluster,J2,non_I2,Founder,J-FT413312,Клевернић,Јовањдан,Источни Срем,Добринци/Рума,44.9536871,19.9277783
cluster,R1a,non_I2,Founder,L1029,Кликовац,Ђурђиц,Зета,Зета,42.3195857,19.2264879
cluster,PH908_primary,PH908_family,Founder,FT14506,Климовић,Ђурђевдан,Херцеговина,Подштировник/Требиње,42.5743199,18.4525475
cluster,J2,non_I2,Founder,J-L70,Клиса-Гуча Гора гроб 12,Непознато,Средња Босна,Гуча Гора/Травник,44.2430798,17.7267542
cluster,J2,non_I2,Founder,J-L70,Клиса-Гуча Гора гроб 6,Непознато,Средња Босна,Гуча Гора/Травник,44.2430798,17.7267542
cluster,N,non_I2,Founder,N-FGC28435,Кличковић,Ђурђевдан,Кордун,Дуго Село Ласињско/Вргинмост,45.4810968,15.8819206
cluster,R1a,non_I2,Founder,Y189493,Кнежевић,Ђурђиц,Босанска Крајина,Прусци/Нови Град,45.0943159,16.5231401
cluster,PH908_primary,PH908_family,Founder,FT386055,Кнежевић,Аранђеловдан,Босанска Крајина,Бранешци Доњи/Челинац,44.7845621,17.5489684
cluster,N,non_I2,Founder,N-FT182494,Кнежевић,Аранђеловдан,Североисточна Босна,Попови/Бијељина,44.7633867,19.2733399
cluster,I2_unmapped_nonPH908,nonPH908_I2,Relic,P95,Кнежевић,Аранђеловдан,Стари Влах,Чемериковци/Доброселица/Чајетина,43.6178359,19.7203881
cluster,R1a,non_I2,Relic,YP5882,Кнежевић,Зачеће Св. Јована Крститеља,Зета,Грађани/Цетиње,42.2745514,19.0050895
cluster,PH908_primary,PH908_family,Founder,FT386055,Кнежевић,Никољдан,Босанска Крајина,Велики Цвјетнић/Дрвар,44.3740882,16.3845503
cluster,R1a,non_I2,Founder,Z280,Кнежевић,Св. Василије Велики,Брда,Будимља/Беране,42.8665246,19.8892217
